Product;Prices;Store;Links
PBT Backlight Keycap, Custom Dye Sub, Keycaps Perfil para Cherry Gateron MX ...;R$144.49;AliExpress.com;https://www.google.com/url?url=https://s.click.aliexpress.com/deep_link.htm%3Faff_short_key%3DUneMJZVf%26dl_target_url%3Dhttps%253A%252F%252Fpt.aliexpress.com%252Fitem%252F1005006061959279.html%253F_randl_currency%253DBRL%2526_randl_shipto%253DBR%2526src%253Dgoogle&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkIpQw&usg=AOvVaw0b0HKV9W4gDvFh9ohqhHjK
Keycap Gamer Zomo One Piece - Brook Pro Setup;R$221.89;Submarino;https://www.google.com/url?url=https://www.submarino.com.br/produto/7471422244%3Fopn%3DXMLGOOGLE%26offerId%3D65244f20cc55309385cf6730&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkIsQw&usg=AOvVaw1U3BTAL-CeFvIC3Di60C85
Double-skin milk jelly keycap pbt pudding side light-transmitting lettering light ...;R$105.92 + tax;Ebuy7 Shopping Platform;https://www.google.com/url?url=https://ebuy7.com/double-skin-milk-jelly-keycap-pbt-pudding-side-light-transmitting-lettering-light-transmitting-rgb-mechanical-keyboard-keycap-mx8-0.html%3Fsrsltid%3DAfmBOooaDhJPaHXXql0DSpwvZzQBzMCqx34Fg9TVyLgC_60sT-RPlZjkEp8&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkIvQw&usg=AOvVaw20EkRoIesAaOWVYayAJMwc
Ymdk Cherry Profile 108 Five Sides Dye Sublimation Pbt Keycap For Standard Ansi ...;R$220.41;Ubuy;https://www.google.com/url?url=https://www.ubuy.com.lk/en/product/2CPUN22O-ymdk-cherry-profile-108-five-sides-dye-sublimation-pbt-keycap-for-standard-ansi-mx-switches-mechanic%3Fsrsltid%3DAfmBOopQu68cNAXN4QuebZWFkmJonRi7IU18gpRQuGu3f9K06Q50vzdH1tc&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkIygw&usg=AOvVaw2AGBpiYTV8RGokoOlZlNpD
Cherry Mx Key Switch Fps Backlit Keycap Gray 13 Keys, Used For Corsair Gaming ...;R$128.57;Ubuy;https://www.google.com/url?url=https://www.ubuy.com.sg/product/40QQUU714-cherry-mx-key-switch-fps-backlit-keycap-gray-13-keys-used-for-corsair-gaming-keyboard-red&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkI1ww&usg=AOvVaw28M8NSPVQX-9l2E83BOwwV
Feicuan 37 Keys Cap Cover Case Abs Colorful Replacement Keycap Universal For ...;R$135.83;Ubuy;https://www.google.com/url?url=https://www.ubuy.com.kh/en/product/2FQMHQ5Y-feicuan-37-keys-cap-cover-case-abs-colorful-replacement-keycap-universal-for-mechanical-keyboard-dar%3Fsrsltid%3DAfmBOor9CXQK3XFR9l_8NzHKomMMggNxgGpxpilWOmxrr1m2OG1oyjRyT4c&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkI5Aw&usg=AOvVaw3_n6IZP3RFwj1KeeSVOWb8
Red Mechanical Keyboards Keycap For Cherry Mx Switch For Logitech G512;R$44.65 + tax;eBay - dreamhang;https://www.google.com/url?url=https://www.ebay.com/itm/225663855945%3Fchn%3Dps%26mkevt%3D1%26mkcid%3D28%26var%3D524789588107%26srsltid%3DAfmBOorcf2gQ5LPJ86HOlx-JG5Oxu4z3x24cLSWBeVQny9wYBEKjQaJkte0&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkI8Qw&usg=AOvVaw3WDKhQ0IJVD7hQd9IdzY6K
Ducky 108 Key Pudding Keycap Set, Seamless Doubleshot Serenity, Blue Alpha ...;R$178.09 + tax;Microless.com;https://www.google.com/url?url=https://global.microless.com/product/ducky-108-key-pudding-keycap-set-seamless-doubleshot-serenity-blue-alpha-keycaps-with-red-modifiers-pbt-material-backlit-blue-red-dksa108-uspdzwnob/%3Fcurrency%3Dusd&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkI_gw&usg=AOvVaw1NhqZym4TN08fC74yWNRVE
Pbt Keycap Mda Profile 125 Keys Dye Sublimation Ansi Layout Keycap For Mechanical ...;R$272.01;Ubuy;https://www.google.com/url?url=https://www.ubuy.co.in/product/4KRZSHEPS-pbt-keycap-mda-profile-125-keys-dye-sublimation-ansi-layout-keycap-for-mechanical-keyboard-gateron-kailh-cherry-mx-switches-planet%3Fsrsltid%3DAfmBOoqAAfc_WVSMh-hbF87xM6D-8hZZtWL0nu2uF4TvAGeMRb7vF4HZELA&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkIjg0&usg=AOvVaw1HQ66XmAjL5JJpz_o3Dwfb
XDA Keycaps 127 Keys XDA Profile PBT;R$377.89 + tax;The Planter&Co;https://www.google.com/url?url=https://www.theplanterco.com/it/products/xda-keycaps-127-keys-xda-profile-pbt-dye-sub-colored-pen-keycap-for-cherry-mx-switch-mechanical-keyboard-purple-series-key-caps%3Fsrsltid%3DAfmBOop1zC-y51kOOLhenJiFaHkfk7bB_6LLAFA12PxJ81hBt5w_dRWYRhk&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkImw0&usg=AOvVaw0TZKhbCQz7NYHcgM-PEEoD
ONECAP 1U Wine RED Blank XDA keycap 37 Keys PBT Keycaps for Mechanical Gaming ...;R$413.21 + tax;My Kiron;https://www.google.com/url?url=https://mykiron.com/products/B08DH9Q5WJ&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkIqA0&usg=AOvVaw257VwYmxJIDI8Js4diIExE
XDA Profile keycap set;R$318.28 + tax;The Planter&Co;https://www.google.com/url?url=https://www.theplanterco.com/it/products/gmk-canvas-133-keys-xda-profile-pbt-keycaps-dye-sub-english-custom-personality-keycaps-for-mechanical-keyboard-61-64-84-layout%3Fsrsltid%3DAfmBOorc_ZQmj3U1RgbJCFIxd9DeVNGozOzfDg3njgjkbvc2atwM4spp6RM&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkItQ0&usg=AOvVaw0FoM8qd-LF7yJ8KZI7QBMj
PBT Keycaps Pudim Transparente, Teclado Tema, Dye Sub Light Through Key Cap para ...;R$41.01;AliExpress.com;https://www.google.com/url?url=https://s.click.aliexpress.com/deep_link.htm%3Faff_short_key%3DUneMJZVf%26dl_target_url%3Dhttps%253A%252F%252Fpt.aliexpress.com%252Fitem%252F1005006042441180.html%253F_randl_currency%253DBRL%2526_randl_shipto%253DBR%2526src%253Dgoogle&rct=j&q=&esrc=s&opi=95576897&sa=U&ved=0ahUKEwjmzIHUi4WCAxVArZUCHYdGC7MQ2SkIwg0&usg=AOvVaw3z7rRTXpfJL98aoGgvpasC
